imageX,imageY,umapX,umapY,cluster,nCount
446.02410609400005,188.106716659,91.3320885305028,150.12577801941057,4,27701
197.24613166,361.23925054800003,142.3901186589818,176.34158164261004,4,32606
453.14975168800004,484.905346183,333.29547655626345,446.0958603024306,8,26627
325.19794167400005,497.29777330300004,418.2702229623418,523.2969167828383,9,35736
183.04647558500002,299.432020287,147.98267942710925,172.7401736378493,6,35815
211.445787735,398.36489679500005,287.53878933235217,237.959492504579,7,14116
431.82445001900004,534.4234195500001,302.7706519965749,248.38813424108642,10,35373
239.89673499800003,398.36489679500005,265.69022399231005,279.54093843696734,7,20829
382.04820108700005,373.631677668,513.6151419286351,463.70923548935076,0,18603
470.91223056,194.30293021900002,46.0681782369237,169.63351398704668,3,31763
278.98451553900003,429.294329482,72.28995424552966,278.25287312267443,2,40010
83.54561283400001,361.23925054800003,397.7646337155919,60.84738999603411,11,44886
463.786584966,379.827891228,418.3577702645879,342.90247589347973,1,7836
435.387272816,243.76936847300001,38.642655432663446,292.6832023262801,2,6531
154.595528322,299.432020287,285.15871030136157,238.53932350872176,7,10023
424.69880442500005,410.70568880200005,404.4563458566289,385.8853223919691,1,11819
357.16007662100003,317.969025854,538.2750378255467,463.0501750111403,0,19268
481.54906383800005,336.50603142100005,417.54546028419543,343.9050796627821,1,15117
463.786584966,515.83477887,301.81083691164065,442.55468875167986,8,40039
371.411367809,491.10155974300005,387.6456723813634,410.19849807022234,8,31965
133.270226653,398.36489679500005,387.988238156281,63.92678052185198,11,25984
467.34940776300004,237.57315491300002,448.9454494123082,379.31686669586315,1,9265
111.94492498400001,311.772812294,332.7625976209264,166.2511530518355,5,14939
403.37350275600005,274.69880116,490.8986554746251,412.6724722981276,0,15750
129.707403856,392.168683235,402.33474832817126,56.13347321746966,11,25302
183.04647558500002,373.631677668,331.45944190069247,216.45463436840194,7,20945
353.64888893700004,348.898458541,519.0322623853307,493.31446915863177,0,16867
243.45955779500002,219.036149346,204.92801529213,169.81396704910418,6,31183
406.936325553,219.036149346,39.721237242661005,190.4415610432448,3,25385
435.387272816,231.376941353,19.265304625473505,269.86478038130423,2,14387
286.110161133,231.376941353,109.62117773338366,168.02501708267351,4,37135
421.135981628,194.30293021900002,80.26956182762194,203.2054665684523,3,33081
172.358007194,416.90190236200004,376.2138412599187,70.68104773758074,11,27353
460.27539728200003,497.29777330300004,317.8174156029444,451.4234784245314,8,34060
254.096391073,324.16523941400004,52.71075826927233,264.5851849764408,2,40801
310.99828559900004,435.43890792900004,488.0510316495519,531.2892559170546,0,33499
94.18244611200001,441.635121489,338.2725120787244,146.53164178131243,5,16802
300.309817208,392.168683235,484.5270381574254,476.38918191192766,0,30993
399.810679959,219.036149346,70.32641035362292,213.09163004158157,3,24525
108.382102187,466.368340616,287.5650511388402,160.05269318817278,5,9929
282.547338336,484.95698129600004,275.45680862709094,279.285635352117,7,21263
346.52324334300005,484.95698129600004,388.53653532310534,406.0859563946547,1,25870
300.309817208,379.827891228,520.0735197667699,522.3760011792006,0,26699
371.411367809,355.094672101,505.1285253171544,438.9753583073439,0,5253
438.95009561300003,472.56455417600006,341.64762955947924,469.27922993896624,8,40159
399.810679959,157.177283972,218.90970331474352,190.91967374084612,6,12068
133.270226653,472.56455417600006,288.69593602462817,162.6471880078139,5,6788
90.61962331500001,361.23925054800003,403.97479397102404,55.17715245483538,11,40388
421.135981628,466.368340616,343.0183486346822,463.82896929977557,8,41234
367.84854501200005,385.972469675,502.07710129066515,482.9651001095595,0,29742
374.97419060600004,348.898458541,531.271039069138,479.7607782482924,0,19163
332.32358726800004,274.69880116,23.828064024887567,270.1476588100018,2,29252
168.795184397,262.30637404000004,258.67112737937975,242.48298734424728,7,6332
342.960420546,379.827891228,524.0804777745824,491.8267610668959,0,28488
207.93460005100002,256.11016048,185.09647709175158,157.0808890461745,6,27347
385.611023884,454.027548609,455.2429543141942,507.5242164730849,9,26829
346.52324334300005,348.898458541,526.3071642522435,494.7059515118422,0,18946
147.52151784100002,336.50603142100005,326.5454796408038,205.86398273704665,5,15066
190.120486066,299.432020287,113.37977510734606,181.09573155639788,4,38363
186.60929838200002,429.294329482,352.5857494477849,160.6136801838698,5,23883
421.135981628,392.168683235,393.5982690457921,372.1134784817518,1,9213
367.84854501200005,249.965582033,20.547591269455438,239.06041413543838,2,29214
275.421692742,225.23236290600002,157.2102532987218,151.48909121750017,4,27448
396.29949227500003,348.898458541,527.2996769551854,472.1809270977797,0,19247
133.270226653,447.831335049,326.39178273125697,161.9379881024184,5,20740
254.096391073,225.23236290600002,163.01081043525744,170.831579267961,4,25722
229.25990172000002,231.376941353,191.9092403058629,155.11820346115252,6,27242
470.91223056,330.309817861,416.3458691243749,332.31043249366894,1,12423
328.760764471,268.5025876,24.921761572800165,244.39423263071197,2,29285
328.760764471,243.76936847300001,26.474700987778192,188.6403623223128,3,26796
467.34940776300004,435.43890792900004,385.6936560277562,409.0738180279555,1,20068
247.02238059200002,398.36489679500005,262.8710554246526,273.5273513197722,7,17057
161.721173916,398.36489679500005,420.21019917770434,56.27752572296282,11,36937
428.261627222,441.635121489,373.68932825370837,402.001834213716,1,18963
414.061971147,503.49398686300003,283.7356941108327,435.425746738893,10,37284
385.611023884,404.56111035500004,510.0903378133397,476.9877079129042,0,18987
215.008610532,392.168683235,282.193081200562,250.21507322786468,7,11224
126.196216172,361.23925054800003,441.4833174352269,74.61416751144549,11,32113
108.382102187,441.635121489,333.12944483800936,156.92931443451067,5,25832
300.309817208,206.64372222600002,173.98866277977038,153.41799288986346,6,29076
278.98451553900003,416.90190236200004,69.90226370140124,275.1115980744185,2,35517
438.95009561300003,336.50603142100005,452.02727180763293,379.6330097317518,12,6550
296.746994411,336.50603142100005,522.7661238317113,466.44367009399554,0,17284
207.93460005100002,330.36145297400003,75.51606756492663,184.4085040688338,3,28199
364.285722215,355.094672101,532.2591887120824,498.00144463775774,0,21424
446.02410609400005,324.16523941400004,464.340697348557,381.2012556195082,1,24983
293.235806727,392.168683235,484.61398941322375,487.0490673184218,0,23360
428.261627222,528.22720599,271.5242670182805,428.42037707565447,10,47200
485.111886635,181.910503099,69.56895452781725,205.99148899315017,3,66231
467.34940776300004,200.447508666,47.95898062034655,181.70487910507342,3,35649
421.135981628,478.76076773600005,340.4201106433492,449.8553636669936,8,36159
250.58520338900001,404.56111035500004,267.1672330503087,281.1490568518462,7,21409
453.14975168800004,509.690200423,304.32673704668093,444.31115418670794,8,34386
353.64888893700004,423.09811592200003,499.86624580665637,521.0434320568861,0,23273
268.34768226100005,262.30637404000004,45.61050993248034,189.51408296821734,3,39962
456.712574485,330.309817861,452.58293014808703,381.242704689485,12,19530
346.52324334300005,373.631677668,519.4275246266942,457.25835591552874,0,20757
90.61962331500001,311.772812294,317.35295404537726,235.0380453467192,7,10723
410.49914835000004,373.631677668,482.7617512349706,429.6505692601027,0,21039
275.421692742,311.772812294,38.566218436203485,269.5953878760161,2,46216
119.070570578,348.898458541,421.0454688672643,56.63551121948382,11,27022
225.69707892300002,336.50603142100005,37.196146071396356,208.5562053322615,3,37669
382.04820108700005,262.30637404000004,33.20349317832995,292.8479823469939,2,15736
207.93460005100002,305.62823384700005,67.22165209098864,181.62261277435442,3,33698
431.82445001900004,447.831335049,370.91886264129687,424.9536517262282,8,19324
307.435462802,429.294329482,480.361901343308,530.310976803285,0,29874
431.82445001900004,311.772812294,533.227621138535,429.6976807713332,0,21503
247.02238059200002,336.50603142100005,58.54855638786364,266.638293322158,2,36847
268.34768226100005,435.43890792900004,242.92076689048818,301.8088760971846,10,23868
218.571433329,423.09811592200003,231.58945900245715,330.26196986435076,10,24677
428.261627222,503.49398686300003,313.90904945179034,447.4816802143874,8,31849
374.97419060600004,373.631677668,524.2688999776464,493.9577940106215,0,14077
485.111886635,206.64372222600002,15.669904768906122,242.0952233671965,2,28970
115.507747781,429.294329482,355.1311300401311,147.59576350448748,5,21891
314.561108396,454.027548609,376.8388138417821,418.75233680008074,8,21143
310.99828559900004,249.965582033,60.103879988632684,220.12608677147048,3,35415
357.211711734,515.83477887,414.4022629861455,540.5845049023451,9,42844
403.37350275600005,299.432020287,502.76937347694445,453.8130405545058,0,22583
357.16007662100003,392.168683235,524.644504607163,502.662599384767,0,26465
453.14975168800004,348.898458541,415.5451939706426,358.93592864273205,1,5278
424.69880442500005,361.23925054800003,401.4948115949254,369.59673196075573,1,14557
129.707403856,441.635121489,335.6472105984311,156.41694098709246,5,30808
94.18244611200001,466.368340616,289.6403924827199,160.9320166706862,5,10739
183.04647558500002,385.972469675,315.1894864891391,239.31112617252487,7,17463
183.04647558500002,274.69880116,209.40793615623522,178.40225726364275,6,20558
478.037876154,330.309817861,412.5765429143529,320.0661364197554,1,15906
282.547338336,497.29777330300004,315.9222231511693,253.95345866678375,7,39137
456.712574485,416.90190236200004,402.8877959851842,376.53788357971325,1,4331
474.47505335700004,287.039593167,455.47479254051257,356.2445107102217,1,8702
140.395872247,361.23925054800003,355.49091857715655,213.98097902534622,5,23878
161.721173916,274.69880116,278.8067148332219,233.57140153644698,7,4673
406.936325553,515.83477887,260.14685493751574,421.95307046173235,10,47244
140.395872247,385.972469675,441.46284920021105,53.91527444122454,11,20014
122.63339337500001,429.294329482,354.45650380893755,156.0451987385573,5,19346
446.02410609400005,249.91394692000003,432.18643528266955,379.7315481304945,1,2978
360.722899418,212.839935786,102.99292665763903,161.05895072219988,4,39582
300.309817208,231.376941353,85.471068442307,164.9228456616225,4,28452
438.89846050000006,299.432020287,503.9106116895299,372.1777322888197,13,18376
229.25990172000002,305.62823384700005,62.1077404622655,218.12490850685256,3,37571
243.45955779500002,466.368340616,440.3018460874181,369.0021756291212,12,14433
463.786584966,231.376941353,426.9354568128209,392.6576855778517,1,1745
438.95009561300003,423.09811592200003,379.2845712308507,382.7874663471998,1,7751
293.18417161400004,280.84337960700003,19.42640405937243,256.2606397270979,2,27498
335.83477495200003,181.910503099,217.30812650962878,182.39440351722857,6,14389
438.95009561300003,522.0309924300001,264.11607724472094,433.0584767460646,10,41671
328.760764471,342.70224498100004,532.3129282598119,479.3884637951674,0,23159
286.110161133,379.827891228,468.7271342877965,384.5743659138502,2,21160
186.60929838200002,330.36145297400003,124.98081785484362,185.8351591229262,4,26000
296.746994411,287.039593167,26.547156393967157,256.1609852313818,2,44972
431.82445001900004,249.965582033,445.9000096921544,360.45039325950756,1,3854
122.63339337500001,317.969025854,363.5925785903554,160.57596236465594,5,12624
435.387272816,528.22720599,264.8368940953832,427.7943852543654,10,40311
342.960420546,454.027548609,480.31750780387927,490.7813671231093,0,27359
460.22376216900005,188.106716659,43.525348723373895,168.43801170585772,3,39735
357.211711734,429.294329482,506.5961108808141,470.6930759548964,0,23953
289.67298393000004,398.36489679500005,44.172512114487176,293.8786330818953,2,20051
271.910505058,404.56111035500004,63.735424101791864,197.77603775261065,3,41028
350.08606614,379.827891228,516.8750272397618,457.21247225998064,0,17497
115.507747781,454.027548609,308.21018454476405,160.80412894485613,5,19250
165.28399671300002,367.435464108,335.1145209078412,206.17283016441482,5,18496
421.135981628,515.83477887,259.0823636655431,424.0082147717299,10,42089
314.50947328300003,280.84337960700003,30.4079638127904,272.7185028791251,2,28793
332.32358726800004,509.690200423,411.89513665481616,532.0326212048353,9,43788
421.135981628,330.309817861,508.48104816719103,433.1166270375075,0,17730
97.745268909,348.898458541,386.93743807121325,63.464987575990165,11,36806
90.61962331500001,398.36489679500005,385.4484305982213,62.48024731872698,11,33762
300.309817208,181.910503099,284.002106011353,248.83116513488906,7,7058
321.635118877,330.309817861,528.8093910817723,495.4557302594008,0,26869
215.008610532,317.969025854,63.48477464958239,189.4957545399489,3,28091
478.037876154,280.84337960700003,520.896135390244,258.86610627172604,14,52243
232.822724517,447.831335049,281.634940326653,282.7318358421149,7,16192
414.061971147,478.76076773600005,346.62366968437243,441.3579109310927,8,33778
136.83304945,466.368340616,294.3832085733037,165.2109268307509,5,7900
222.13425612600003,231.376941353,205.18398147865344,169.754302799684,6,22878
275.421692742,447.831335049,241.80369836135915,326.2180092930617,10,29255
446.02410609400005,385.972469675,430.1188455228429,377.54660874603405,1,8546
449.586928891,157.177283972,181.25402790351916,128.657746613008,6,30543
460.22376216900005,311.772812294,438.23973995491076,390.0728467106642,1,1842
478.037876154,404.56111035500004,444.7444544438939,384.5780256390394,1,2518
222.13425612600003,441.635121489,412.49500972076464,376.39851599929943,1,14125
382.04820108700005,447.831335049,465.38224083229113,511.51584416626116,9,30464
321.635118877,231.376941353,54.436718047104364,181.25445276497027,3,40403
136.83304945,367.435464108,352.9166833762746,212.1440652012648,5,27999
446.02410609400005,274.69880116,506.7004428510289,363.4451630711378,13,36141
321.635118877,429.294329482,486.74244743629504,525.3478887677015,0,32804
325.19794167400005,373.631677668,530.5756674413304,512.36213475464,0,24343
396.29949227500003,509.690200423,259.1967330579381,419.99132663009783,10,54313
470.91223056,491.10155974300005,320.75894335608143,450.72586566208025,8,42395
158.158351119,379.827891228,352.49718290611315,209.44170385597366,5,23117
353.64888893700004,299.432020287,541.8032513265233,453.9372804760756,0,25214
353.64888893700004,336.50603142100005,531.5442429189305,488.7911203503432,0,13243
421.135981628,503.49398686300003,318.2440937761884,444.4508555531325,8,35884
325.19794167400005,299.432020287,467.01173645301867,391.5102484822096,1,11516
406.936325553,429.294329482,471.2693558339696,423.2030037045302,0,26843
371.411367809,367.435464108,521.702347815476,478.2177808880629,0,22247
325.19794167400005,175.71428953900002,282.10188609405566,252.36065864561218,7,14433
108.382102187,404.56111035500004,372.1554206018071,83.70382815597674,11,25612
353.64888893700004,262.30637404000004,42.14504820152331,254.07332137225288,2,26843
215.008610532,243.76936847300001,198.837767661057,162.0278361439528,6,22272
271.910505058,280.84337960700003,19.862257063827997,208.52545529602187,3,29893
303.872640005,262.30637404000004,30.66152197166491,198.44962984321734,3,34370
353.64888893700004,435.43890792900004,481.00179296775866,508.6523893475356,9,21950
396.29949227500003,299.432020287,499.48998552604723,434.48339730499407,0,19688
261.222036667,311.772812294,42.582140982590204,254.1343967616381,2,35139
396.29949227500003,361.23925054800003,515.9058914785008,470.9810140728774,0,16873
364.285722215,392.168683235,487.6262770299535,474.7086647152724,0,21370
87.056800518,429.294329482,356.8775818948369,131.40009671447893,7,4625
378.537013403,454.027548609,458.42252832695056,507.481468021852,9,24392
342.960420546,243.76936847300001,35.1661310796361,198.17072778938433,3,26709
332.32358726800004,336.50603142100005,487.57982116981555,469.8570373654189,0,17119
250.58520338900001,256.11016048,80.39919000907946,168.49773555992266,4,25801
111.94492498400001,348.898458541,409.49382644935656,57.392037212830985,11,24953
460.27539728200003,398.36489679500005,416.779182970963,362.9687014221968,1,4865
453.14975168800004,274.69880116,506.56639200492907,362.90230780838147,13,21516
296.746994411,249.965582033,37.57074934288073,185.75494319198748,3,28289
115.507747781,317.969025854,360.0281195048909,160.98942786453387,5,15434
122.63339337500001,454.027548609,325.9648141716342,160.4906323551955,5,23605
108.382102187,454.027548609,311.69620838805247,160.81469088791033,5,21376
335.83477495200003,243.76936847300001,28.36667162223864,200.6102505326094,3,36750
389.17384668100004,311.772812294,541.8467150334935,441.9536712765517,7,421
126.196216172,398.36489679500005,384.74438649459887,61.711824238282645,11,30042
232.771089404,336.50603142100005,48.626314223251825,212.20909982917922,3,26471
353.64888893700004,472.56455417600006,422.0835672025304,509.227598011476,9,27702
175.920829991,373.631677668,324.72208638533164,214.64819341896194,5,17323
460.22376216900005,150.981070412,184.21991926475573,127.58111983535906,6,40120
424.69880442500005,274.69880116,519.1003189687352,422.53658801315447,0,22035
108.382102187,392.168683235,393.9505801801305,61.72350674865862,11,33473
307.435462802,379.827891228,494.5876823072057,481.66073590515276,0,27342
275.421692742,237.57315491300002,119.80064970298815,176.94352298973223,4,26063
470.91223056,392.168683235,449.72501856132556,381.70199424026623,12,4766
136.83304945,330.36145297400003,369.9764625434499,152.78281003235003,5,26082
421.135981628,379.827891228,386.33661133094836,390.6214478611769,1,9374
193.683308863,404.56111035500004,309.2303396467786,232.54141241310256,7,10380
239.89673499800003,249.965582033,127.99031597419787,169.87662941215655,4,28037
389.17384668100004,237.57315491300002,35.7368097905736,232.3287072777571,2,25168
197.24613166,435.490543042,432.97790151878405,370.1099398732008,1,4966
140.395872247,324.16523941400004,347.0673308972936,148.49119216201922,5,21936
474.47505335700004,435.43890792900004,400.8370981816869,394.9889543652357,1,14599
435.387272816,392.168683235,395.95930439277697,384.8136308789076,1,8143
453.14975168800004,373.631677668,423.2770190839391,372.3148706555189,1,7123
232.771089404,274.69880116,62.85625559135485,175.19832879303118,3,38319
467.34940776300004,472.56455417600006,350.7029549483876,458.11514884231707,8,47157
211.445787735,324.16523941400004,59.35281378074694,202.7341905236067,3,31498
367.84854501200005,361.23925054800003,525.2349243764501,475.623238384706,0,12705
332.32358726800004,472.56455417600006,352.85452169223834,428.45017939804217,8,33785
421.135981628,206.64372222600002,43.52811437889147,164.78561192749163,3,29146
342.960420546,256.11016048,22.824846327744012,243.6576011776747,2,24999
271.85886994500004,206.64372222600002,200.619195521317,161.92375451324602,6,25882
424.69880442500005,163.37349753200002,174.5422468785863,134.71508055923601,6,28271
453.14975168800004,287.039593167,499.8317943219762,364.64221507309094,13,16897
161.721173916,435.490543042,357.99158376499224,163.33822041748186,5,22607
97.745268909,373.631677668,448.6795292501073,49.079239666444266,11,32842
268.34768226100005,299.432020287,24.797783911667352,245.10640531776565,2,33736
122.63339337500001,404.56111035500004,374.87030488296557,75.1764300465407,11,37270
332.32358726800004,447.831335049,477.9056535367589,525.7007721066298,9,27883
406.936325553,330.309817861,519.2082749013524,447.4896910786452,0,16994
147.52151784100002,423.09811592200003,378.0643389825444,137.50380307434222,5,33623
307.435462802,243.76936847300001,43.19215875907946,184.93687540290972,3,31129
364.285722215,404.56111035500004,530.4403887395482,500.86141854522845,0,27373
200.808954457,268.5025876,176.20719534202624,167.40082532165667,6,26494
318.07229608,472.56455417600006,253.45128637596181,310.3709551691832,10,33411
282.547338336,423.09811592200003,77.28425127311755,278.02271723745486,2,43407
414.061971147,392.168683235,389.80887395187426,388.0034092068495,1,7373
143.958695044,404.56111035500004,380.3067193631749,67.27640658615252,11,31652
261.222036667,212.839935786,200.78731638237048,170.14761596916338,6,25485
449.586928891,491.10155974300005,329.29832053228427,452.2326472401442,8,29281
282.547338336,472.56455417600006,260.2637634877782,322.23832041023394,10,21622
392.736669478,466.368340616,429.0868507032018,411.8607643246474,1,22660
364.285722215,219.036149346,34.91533857627917,167.01883107422015,3,31936
168.84681951000002,336.50603142100005,177.4851785306554,178.36843162773272,6,29908
470.91223056,528.22720599,265.96281391426135,431.0804370045485,10,54292
250.58520338900001,454.027548609,269.3024323587041,281.31655484436175,7,15769
442.461283297,181.910503099,109.44930177970934,139.96847897766253,4,27187
154.595528322,385.972469675,441.611729681931,74.47818547485491,11,36036
126.196216172,385.972469675,425.8869038228612,55.07446557281634,11,23501
207.93460005100002,392.168683235,352.18607944294024,171.29375964401385,7,11746
271.85886994500004,231.376941353,133.85176521583605,152.00251370666643,4,29681
460.27539728200003,472.56455417600006,341.5817887787442,455.83204060791155,8,38381
271.910505058,429.294329482,75.46557050987292,275.34819647668024,2,42540
403.37350275600005,225.18072779300002,18.276701987228876,217.3437926173033,2,26123
296.746994411,460.22376216900005,348.3497307901006,415.50388365982195,10,21503
119.070570578,385.972469675,422.83550363822985,57.619417011720145,11,29129
310.99828559900004,484.95698129600004,253.69253021522573,328.7369492649855,10,44269
